threshold,accuracy_mean,accuracy_std,open_precision_mean,open_precision_std,open_recall_mean,open_recall_std,open_f1_mean,open_f1_std,closed_precision_mean,closed_precision_std,closed_recall_mean,closed_recall_std,closed_f1_mean,closed_f1_std,pr_auc_closed_mean,pr_auc_closed_std,model_key,mode,gate_type,feature_bundle,selected_trial,params_json,category_top_k,dataset_top_k,cluster_top_k
0.36,0.8941170795708882,0.012990818927054703,0.9242098490712547,0.004905173804678768,0.9623809523809523,0.0127686549312304,0.9428705976263705,0.007291759283748205,0.37993529863603864,0.09838335164163425,0.21643692564745196,0.05015661442626583,0.27263415772819344,0.05957930712604129,0.2594107919596014,0.04857732371188753,rf,single,diagnostic,v2_rf_single_no_spatial_prior,35,"{""class_weight"": ""balanced"", ""max_depth"": 16, ""max_features"": ""log2"", ""min_samples_leaf"": 6, ""min_samples_split"": 12, ""n_estimators"": 450}",25,5,45
0.37,0.890763679864166,0.013265616175668671,0.9251116258903755,0.005015536134903769,0.9572619047619049,0.013064899922208523,0.9408710785695027,0.007478151002651236,0.36229790027156616,0.09126974804993693,0.23063909774436092,0.05102269505325881,0.2791594678856979,0.05963263941005896,0.2594107919596014,0.04857732371188753,rf,single,diagnostic,v2_rf_single_no_spatial_prior,35,"{""class_weight"": ""balanced"", ""max_depth"": 16, ""max_features"": ""log2"", ""min_samples_leaf"": 6, ""min_samples_split"": 12, ""n_estimators"": 450}",25,5,45
0.38,0.8889250808618718,0.012351563347640105,0.9267482148783689,0.005130538919053729,0.9530952380952382,0.012718609929892216,0.9396918979721199,0.007004182836639172,0.3582322778957843,0.0780639974354269,0.25194235588972436,0.05341286681001773,0.29314078033461866,0.056102393163059455,0.2594107919596014,0.04857732371188753,rf,single,diagnostic,v2_rf_single_no_spatial_prior,35,"{""class_weight"": ""balanced"", ""max_depth"": 16, ""max_features"": ""log2"", ""min_samples_leaf"": 6, ""min_samples_split"": 12, ""n_estimators"": 450}",25,5,45
0.39,0.8856800816687364,0.013391691555984932,0.9271780218084469,0.00534096584417439,0.9486904761904762,0.013048618314185493,0.9377686614494652,0.007586501684064604,0.344839262164834,0.07838654630422777,0.2601921470342523,0.054300920549880026,0.2943709676235588,0.05889209212180226,0.2594107919596014,0.04857732371188753,rf,single,diagnostic,v2_rf_single_no_spatial_prior,35,"{""class_weight"": ""balanced"", ""max_depth"": 16, ""max_features"": ""log2"", ""min_samples_leaf"": 6, ""min_samples_split"": 12, ""n_estimators"": 450}",25,5,45
0.4,0.8798404863639872,0.015324791055092789,0.9276060308650733,0.005518131874652655,0.9411904761904761,0.014659785027487758,0.9343013480343281,0.008727221908173549,0.32477100246193796,0.0800143493214279,0.27082289055973263,0.05425559480791413,0.29315660947841954,0.060219266675986156,0.2594107919596014,0.04857732371188753,rf,single,diagnostic,v2_rf_single_no_spatial_prior,35,"{""class_weight"": ""balanced"", ""max_depth"": 16, ""max_features"": ""log2"", ""min_samples_leaf"": 6, ""min_samples_split"": 12, ""n_estimators"": 450}",25,5,45
0.41,0.8731352655987987,0.015958645036559783,0.9276810563152706,0.005622511390972699,0.9330952380952381,0.015469778891662159,0.9303263969556599,0.009166891152965427,0.30171078585345135,0.07047679133081895,0.2779239766081872,0.054710989497882584,0.2872442983713351,0.057642018531519776,0.2594107919596014,0.04857732371188753,rf,single,diagnostic,v2_rf_single_no_spatial_prior,35,"{""class_weight"": ""balanced"", ""max_depth"": 16, ""max_features"": ""log2"", ""min_samples_leaf"": 6, ""min_samples_split"": 12, ""n_estimators"": 450}",25,5,45
0.42,0.866864523914767,0.015521066561390774,0.9287148954814038,0.006130885074677341,0.9244047619047621,0.014191155304938667,0.92651122884742,0.008926695281602932,0.2865903511217808,0.06514986530337126,0.29567669172932326,0.05886348327669085,0.2898080585322434,0.05882427371058544,0.2594107919596014,0.04857732371188753,rf,single,diagnostic,v2_rf_single_no_spatial_prior,35,"{""class_weight"": ""balanced"", ""max_depth"": 16, ""max_features"": ""log2"", ""min_samples_leaf"": 6, ""min_samples_split"": 12, ""n_estimators"": 450}",25,5,45
0.43,0.8592943793105867,0.015502228987049027,0.9288324601049726,0.0059355834326834545,0.9152380952380952,0.01423901095956372,0.9219419625178535,0.00900939726322292,0.2685271080276357,0.05603383718730467,0.3039264828738513,0.0559127436227007,0.28416170721574174,0.053511797034613486,0.2594107919596014,0.04857732371188753,rf,single,diagnostic,v2_rf_single_no_spatial_prior,35,"{""class_weight"": ""balanced"", ""max_depth"": 16, ""max_features"": ""log2"", ""min_samples_leaf"": 6, ""min_samples_split"": 12, ""n_estimators"": 450}",25,5,45
0.44,0.8471814112413788,0.01677592080798818,0.9291243790319833,0.006782053555335652,0.9004761904761905,0.015587511717459897,0.9145193587094874,0.009906187689984892,0.24561011208597397,0.05135336875638947,0.31814954051796157,0.06416846373124942,0.2763738774892851,0.0553081126711591,0.2594107919596014,0.04857732371188753,rf,single,diagnostic,v2_rf_single_no_spatial_prior,35,"{""class_weight"": ""balanced"", ""max_depth"": 16, ""max_features"": ""log2"", ""min_samples_leaf"": 6, ""min_samples_split"": 12, ""n_estimators"": 450}",25,5,45
0.45,0.8356095687132964,0.017578388285440866,0.9301195369326426,0.007757054481502725,0.8855952380952382,0.016228945893287595,0.9072450943704514,0.010483116646448676,0.2313240050320549,0.04956126089604801,0.33945279866332495,0.07333520867826573,0.2743970410569413,0.057478344337053164,0.2594107919596014,0.04857732371188753,rf,single,diagnostic,v2_rf_single_no_spatial_prior,35,"{""class_weight"": ""balanced"", ""max_depth"": 16, ""max_features"": ""log2"", ""min_samples_leaf"": 6, ""min_samples_split"": 12, ""n_estimators"": 450}",25,5,45
