model_key,mode,trial,feature_bundle,params_json,objective_score,accuracy_mean,accuracy_std,open_precision_mean,open_precision_std,open_recall_mean,open_recall_std,open_f1_mean,open_f1_std,closed_precision_mean,closed_precision_std,closed_recall_mean,closed_recall_std,closed_f1_mean,closed_f1_std,pr_auc_closed_mean,pr_auc_closed_std
rf,single,29,low_plus_medium,"{""class_weight"": ""balanced"", ""max_depth"": 8, ""max_features"": ""log2"", ""min_samples_leaf"": 6, ""min_samples_split"": 6, ""n_estimators"": 350}",0.20308244309237278,0.8530157443852744,0.018678215411692324,0.9183759909578709,0.0027591741781520527,0.9200000000000002,0.022655359324505298,0.919041777064745,0.01126114596355798,0.1980583643015585,0.03642783904463247,0.18815789473684214,0.032113958585255065,0.18972014786347918,0.02218469519359217,0.18216384474997419,0.012703224436628401
rf,single,30,low_plus_medium,"{""class_weight"": ""balanced"", ""max_depth"": 16, ""max_features"": ""sqrt"", ""min_samples_leaf"": 7, ""min_samples_split"": 7, ""n_estimators"": 400}",0.18808524759444087,0.8585262792313035,0.015643093968416778,0.9191481396710264,0.008620461423843378,0.9260714285714287,0.02674043792476411,0.9222694431708071,0.010129395515117228,0.1944286457714815,0.053211679705971904,0.18803258145363405,0.11047778530932235,0.18445093035213128,0.0713134211980952,0.17562702813605854,0.01045358790678435
rf,single,31,low_plus_medium,"{""class_weight"": ""balanced"", ""max_depth"": 12, ""max_features"": ""log2"", ""min_samples_leaf"": 6, ""min_samples_split"": 8, ""n_estimators"": 500}",0.2641354538490293,0.8585257530152182,0.023703852331600245,0.9239413626984962,0.005071011621353289,0.9199999999999999,0.025837996068122742,0.9217996250890295,0.014097323741604335,0.2503303241473973,0.07367707255740653,0.24837092731829574,0.049139107826817435,0.2457801255135672,0.05510057699937507,0.18355328335462096,0.03380528102559541
rf,single,32,low_plus_medium,"{""class_weight"": ""balanced"", ""max_depth"": 12, ""max_features"": ""log2"", ""min_samples_leaf"": 6, ""min_samples_split"": 8, ""n_estimators"": 500}",0.2448207458405079,0.8569118482813781,0.015193084690295216,0.9223365826551504,0.0034958947565979373,0.9199999999999999,0.0188441513689613,0.9210577044382511,0.009220194256779427,0.22738730315862804,0.03513308118267233,0.23026315789473686,0.047715408373290934,0.2264653633974214,0.036123500460588785,0.18355382443086493,0.014375131361352057
rf,single,33,low_plus_medium,"{""class_weight"": ""balanced"", ""max_depth"": 12, ""max_features"": ""log2"", ""min_samples_leaf"": 7, ""min_samples_split"": 9, ""n_estimators"": 575}",0.263585967419094,0.859830768906944,0.021819587550518185,0.9234100094200995,0.0037923888059814242,0.9221428571428572,0.0226609886845933,0.9226674521696282,0.012739185006723427,0.25371853982044534,0.08263821206849455,0.24122807017543862,0.027118819441481944,0.24361440839600168,0.04726378872549164,0.1997155902309235,0.05280057508278307
rf,single,34,low_plus_medium,"{""class_weight"": ""balanced"", ""max_depth"": 12, ""max_features"": ""log2"", ""min_samples_leaf"": 5, ""min_samples_split"": 12, ""n_estimators"": 475}",0.23027922317283878,0.8611199983161086,0.013879732328945352,0.9206169581949295,0.003768938493046244,0.9271428571428573,0.018119501277094007,0.9237579039366542,0.0084121458471864,0.22401561265147746,0.045825377705444266,0.20557644110275688,0.0507914694437731,0.2118385239356113,0.04002479874962509,0.18440699237227465,0.03557909124564724
rf,single,35,low_plus_medium,"{""class_weight"": ""balanced"", ""max_depth"": 16, ""max_features"": ""sqrt"", ""min_samples_leaf"": 6, ""min_samples_split"": 10, ""n_estimators"": 550}",0.21375713128812118,0.8705434759729735,0.00907484002902285,0.9191128360061522,0.0072493352793310765,0.9403571428571429,0.010867945753359273,0.9295510580728742,0.005151889819760481,0.2250966269697333,0.06944274065233522,0.17788220551378445,0.07731570615893094,0.19644282109957167,0.07038447270461211,0.17314310188549498,0.015940582380787313
rf,single,36,low_plus_medium,"{""class_weight"": ""balanced"", ""max_depth"": 10, ""max_features"": ""log2"", ""min_samples_leaf"": 7, ""min_samples_split"": 7, ""n_estimators"": 450}",0.24819463879727005,0.8595076722305247,0.020023192316210428,0.9222074891243933,0.006853622948484509,0.9232142857142855,0.018999194397529097,0.9226347337521634,0.011608502257732918,0.23613382823637327,0.0798001779730888,0.2270676691729323,0.06575109275482444,0.2297394862355492,0.06960985604327907,0.18455152561720828,0.02422694089262166
rf,single,37,low_plus_medium,"{""class_weight"": {""0"": 3.0, ""1"": 1.0}, ""max_depth"": 14, ""max_features"": ""sqrt"", ""min_samples_leaf"": 6, ""min_samples_split"": 8, ""n_estimators"": 500}",-0.058015122482669906,0.886437832831674,0.002269544049584649,0.9102524892718694,0.0013900336462663889,0.9707142857142858,0.003312006605534168,0.9395070455591965,0.0013171194765451949,0.1406535947712418,0.049888422644927245,0.04949874686716792,0.023144824019127666,0.07289672298426057,0.03146118615299405,0.1745416760496503,0.022177020616851766
rf,single,38,low_plus_medium,"{""class_weight"": ""balanced"", ""max_depth"": 12, ""max_features"": ""log2"", ""min_samples_leaf"": 7, ""min_samples_split"": 9, ""n_estimators"": 325}",0.21932666251534003,0.8526979098697088,0.020225934641813118,0.919884828938903,0.003621837834580948,0.9178571428571429,0.02582812104537792,0.9186605669586948,0.012498448044925845,0.20571195773724577,0.03955200953491463,0.20545112781954886,0.05452438410133824,0.20175918774668608,0.03514560008584038,0.17567474768653946,0.02706792370890921
rf,single,39,low_plus_medium,"{""class_weight"": {""0"": 3.0, ""1"": 1.0}, ""max_depth"": 8, ""max_features"": ""log2"", ""min_samples_leaf"": 5, ""min_samples_split"": 14, ""n_estimators"": 500}",-0.13250833642989682,0.9046080742596139,0.0037391666482956424,0.9086755536310782,0.0009922991578731341,0.9949999999999999,0.003976974544878573,0.9498771563195095,0.0020601429356411774,0.13333333333333333,0.19436506316151003,0.007080200501253133,0.008672005151276169,0.01324575807334428,0.016245741836093397,0.20912572163425583,0.04178140919722215
rf,single,40,low_plus_medium,"{""class_weight"": {""0"": 5.0, ""1"": 1.0}, ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4, ""min_samples_split"": 8, ""n_estimators"": 375}",-0.027062616147431634,0.882874297501526,0.011881253339428754,0.9104594391149273,0.0029555740180494732,0.9660714285714285,0.01237179148263482,0.9374098733697508,0.006704130484145422,0.14958646616541355,0.08360266649719175,0.05676691729323308,0.02862208607715761,0.08095423860941102,0.04265110018751693,0.18016979829623517,0.045944594600194386
